cluster;nbAircraft;uncertainty;clusterId;iterations;rdOff1;rdOff2;InitialConfigurationCost;AlgorithmConfigurationCost;ConfigurationsDistance
cluster_10ac_2err_6;10;2;6;0;9;7;58;98;10;
cluster_10ac_2err_6;10;2;6;2;9;1;58;2545;4;
cluster_10ac_2err_6;10;2;6;3;9;1;58;2545;4;
cluster_10ac_2err_7;10;2;7;3;0;3;7;17;4;
cluster_10ac_2err_7;10;2;7;4;0;1;7;10;4;
cluster_10ac_2err_7;10;2;7;0;1;4;7;20;5;
cluster_10ac_2err_7;10;2;7;1;1;8;7;20;7;
cluster_10ac_2err_7;10;2;7;2;1;6;7;10;4;
cluster_10ac_2err_7;10;2;7;3;1;0;7;13;4;
cluster_10ac_2err_7;10;2;7;4;1;4;7;10;4;
cluster_10ac_2err_7;10;2;7;4;2;3;7;10;2;
cluster_10ac_2err_7;10;2;7;0;3;8;7;10;2;
cluster_10ac_2err_7;10;2;7;1;3;0;7;10;2;
cluster_10ac_2err_7;10;2;7;2;3;2;7;21;4;
cluster_10ac_2err_7;10;2;7;3;3;1;7;2500;4;
cluster_10ac_2err_7;10;2;7;4;3;4;7;10;2;
cluster_10ac_2err_7;10;2;7;0;7;1;7;10;4;
cluster_10ac_2err_7;10;2;7;3;7;3;7;10;2;
cluster_10ac_2err_7;10;2;7;4;7;1;7;10;4;
cluster_10ac_2err_7;10;2;7;0;8;3;7;20;4;
cluster_10ac_2err_7;10;2;7;4;8;3;7;13;3;
cluster_10ac_2err_7;10;2;7;3;9;3;7;10;2;
cluster_10ac_2err_8;10;2;8;0;0;7;36;44;6;
cluster_10ac_2err_8;10;2;8;1;0;8;36;49;7;
cluster_10ac_2err_8;10;2;8;3;0;6;36;50;14;
cluster_10ac_2err_8;10;2;8;1;1;6;36;37;8;
cluster_10ac_2err_8;10;2;8;0;2;6;36;49;12;
cluster_10ac_2err_8;10;2;8;2;3;6;36;53;14;
cluster_10ac_2err_8;10;2;8;4;3;7;36;39;5;
cluster_10ac_2err_8;10;2;8;0;4;8;36;78;10;
cluster_10ac_2err_8;10;2;8;1;5;8;36;42;7;
cluster_10ac_2err_8;10;2;8;4;5;6;36;37;8;
cluster_10ac_2err_8;10;2;8;0;6;5;36;37;8;
cluster_10ac_2err_8;10;2;8;1;6;5;36;37;8;
cluster_10ac_2err_8;10;2;8;2;6;4;36;54;12;
cluster_10ac_2err_8;10;2;8;3;6;7;36;2522;11;
cluster_10ac_2err_8;10;2;8;4;6;5;36;82;14;
cluster_10ac_2err_8;10;2;8;0;7;1;36;39;5;
cluster_10ac_2err_8;10;2;8;1;7;5;36;2530;2;
cluster_10ac_2err_8;10;2;8;2;7;4;36;73;9;
cluster_10ac_2err_8;10;2;8;3;7;4;36;39;5;
cluster_10ac_2err_8;10;2;8;4;7;1;36;47;7;
cluster_10ac_2err_8;10;2;8;0;8;5;36;66;9;
cluster_10ac_2err_8;10;2;8;1;8;1;36;2528;3;
cluster_10ac_2err_8;10;2;8;2;8;3;36;54;8;
cluster_10ac_2err_8;10;2;8;3;8;0;36;58;8;
cluster_10ac_2err_8;10;2;8;4;8;7;36;50;13;
cluster_10ac_2err_8;10;2;8;2;9;7;36;80;10;
cluster_10ac_2err_8;10;2;8;4;9;7;36;39;5;
cluster_10ac_2err_9;10;2;9;0;0;1;87;2590;11;
cluster_10ac_2err_9;10;2;9;1;0;2;87;95;7;
cluster_10ac_2err_9;10;2;9;2;0;3;87;154;26;
cluster_10ac_2err_9;10;2;9;3;0;4;87;114;20;
cluster_10ac_2err_9;10;2;9;0;1;6;87;2589;11;
cluster_10ac_2err_9;10;2;9;1;1;8;87;161;26;
cluster_10ac_2err_9;10;2;9;2;1;8;87;177;24;
cluster_10ac_2err_9;10;2;9;3;1;5;87;147;31;
cluster_10ac_2err_9;10;2;9;4;1;7;87;166;25;
cluster_10ac_2err_9;10;2;9;0;2;4;87;149;29;
cluster_10ac_2err_9;10;2;9;1;2;9;87;132;17;
cluster_10ac_2err_9;10;2;9;2;2;9;87;148;23;
cluster_10ac_2err_9;10;2;9;3;2;7;87;125;19;
cluster_10ac_2err_9;10;2;9;4;2;9;87;130;18;
cluster_10ac_2err_9;10;2;9;0;3;6;87;171;28;
cluster_10ac_2err_9;10;2;9;1;3;4;87;139;24;
cluster_10ac_2err_9;10;2;9;2;3;2;87;2620;26;
cluster_10ac_2err_9;10;2;9;3;3;2;87;2643;28;
cluster_10ac_2err_9;10;2;9;4;3;2;87;2612;19;
cluster_10ac_2err_9;10;2;9;0;4;5;87;2597;15;
cluster_10ac_2err_9;10;2;9;1;4;8;87;120;18;
cluster_10ac_2err_9;10;2;9;2;4;6;87;100;9;
cluster_10ac_2err_9;10;2;9;3;4;8;87;104;9;
cluster_10ac_2err_9;10;2;9;4;4;9;87;152;19;
cluster_10ac_2err_9;10;2;9;0;5;2;87;92;11;
cluster_10ac_2err_9;10;2;9;1;5;9;87;144;15;
cluster_10ac_2err_9;10;2;9;2;5;2;87;92;11;
cluster_10ac_2err_9;10;2;9;3;5;2;87;97;11;
cluster_10ac_2err_9;10;2;9;4;5;2;87;108;15;
cluster_10ac_2err_9;10;2;9;4;6;5;87;109;8;
cluster_10ac_2err_9;10;2;9;2;7;3;87;161;28;
cluster_10ac_2err_9;10;2;9;0;8;3;87;2613;19;
cluster_10ac_2err_9;10;2;9;2;8;3;87;2658;19;
cluster_10ac_2err_9;10;2;9;4;8;4;87;110;15;
cluster_10ac_2err_9;10;2;9;0;9;2;87;110;15;
cluster_10ac_2err_9;10;2;9;3;9;4;87;132;15;
cluster_10ac_2err_9;10;2;9;4;9;1;87;114;15;
cluster_10ac_3err_0;10;3;0;0;0;9;99;2565;6;
cluster_10ac_3err_0;10;3;0;2;0;6;99;137;17;
cluster_10ac_3err_0;10;3;0;3;0;3;99;2594;2;
cluster_10ac_3err_0;10;3;0;4;0;4;99;113;10;
cluster_10ac_3err_0;10;3;0;0;1;3;99;104;5;
cluster_10ac_3err_0;10;3;0;1;1;2;99;2585;4;
cluster_10ac_3err_0;10;3;0;2;1;6;99;2604;10;
cluster_10ac_3err_0;10;3;0;4;1;2;99;2585;4;
cluster_10ac_3err_0;10;3;0;0;2;4;99;2655;28;
cluster_10ac_3err_0;10;3;0;1;2;8;99;2585;4;
cluster_10ac_3err_0;10;3;0;2;2;8;99;2585;4;
cluster_10ac_3err_0;10;3;0;3;2;5;99;2585;4;
cluster_10ac_3err_0;10;3;0;4;2;7;99;2585;4;
cluster_10ac_3err_0;10;3;0;0;3;9;99;174;26;
cluster_10ac_3err_0;10;3;0;1;3;0;99;2594;2;
cluster_10ac_3err_0;10;3;0;2;3;9;99;175;25;
cluster_10ac_3err_0;10;3;0;3;3;7;99;99;4;
cluster_10ac_3err_0;10;3;0;4;3;5;99;109;8;
cluster_10ac_3err_0;10;3;0;0;4;3;99;2586;11;
cluster_10ac_3err_0;10;3;0;1;4;8;99;155;18;
cluster_10ac_3err_0;10;3;0;2;4;8;99;148;19;
cluster_10ac_3err_0;10;3;0;3;4;0;99;122;10;
cluster_10ac_3err_0;10;3;0;4;4;6;99;172;29;
cluster_10ac_3err_0;10;3;0;1;5;9;99;191;27;
cluster_10ac_3err_0;10;3;0;2;5;4;99;113;10;
cluster_10ac_3err_0;10;3;0;3;5;9;99;179;23;
cluster_10ac_3err_0;10;3;0;4;5;9;99;173;22;
cluster_10ac_3err_0;10;3;0;0;6;3;99;193;27;
cluster_10ac_3err_0;10;3;0;1;6;8;99;157;19;
cluster_10ac_3err_0;10;3;0;2;6;9;99;137;28;
cluster_10ac_3err_0;10;3;0;3;6;0;99;141;18;
cluster_10ac_3err_0;10;3;0;4;6;0;99;154;19;
cluster_10ac_3err_0;10;3;0;4;7;2;99;2585;4;
cluster_10ac_3err_0;10;3;0;1;8;6;99;140;17;
cluster_10ac_3err_0;10;3;0;0;9;0;99;2565;6;
cluster_10ac_3err_0;10;3;0;1;9;4;99;2588;16;
cluster_10ac_3err_0;10;3;0;2;9;3;99;182;26;
cluster_10ac_3err_0;10;3;0;3;9;6;99;170;34;
cluster_10ac_3err_0;10;3;0;4;9;5;99;186;25;
cluster_10ac_3err_1;10;3;1;2;1;4;17;33;12;
cluster_10ac_3err_1;10;3;1;1;2;4;17;22;9;
cluster_10ac_3err_1;10;3;1;0;4;2;17;50;11;
cluster_10ac_3err_1;10;3;1;1;4;1;17;41;12;
cluster_10ac_3err_1;10;3;1;2;4;5;17;55;14;
cluster_10ac_3err_1;10;3;1;3;4;2;17;36;10;
cluster_10ac_3err_1;10;3;1;4;4;9;17;27;9;
cluster_10ac_3err_1;10;3;1;2;6;4;17;29;10;
cluster_10ac_3err_2;10;3;2;0;0;6;58;101;23;
cluster_10ac_3err_2;10;3;2;1;0;7;58;83;23;
cluster_10ac_3err_2;10;3;2;2;0;4;58;93;27;
cluster_10ac_3err_2;10;3;2;3;0;6;58;122;24;
cluster_10ac_3err_2;10;3;2;4;0;3;58;94;18;
cluster_10ac_3err_2;10;3;2;0;1;6;58;61;2;
cluster_10ac_3err_2;10;3;2;1;1;0;58;89;22;
cluster_10ac_3err_2;10;3;2;3;1;7;58;79;9;
cluster_10ac_3err_2;10;3;2;4;1;6;58;82;10;
cluster_10ac_3err_2;10;3;2;0;2;6;58;90;7;
cluster_10ac_3err_2;10;3;2;2;2;0;58;2594;22;
cluster_10ac_3err_2;10;3;2;3;2;0;58;2537;7;
cluster_10ac_3err_2;10;3;2;4;2;0;58;2610;21;
cluster_10ac_3err_2;10;3;2;1;3;0;58;80;14;
cluster_10ac_3err_2;10;3;2;4;3;0;58;127;26;
cluster_10ac_3err_2;10;3;2;0;4;0;58;89;25;
cluster_10ac_3err_2;10;3;2;1;4;7;58;124;30;
cluster_10ac_3err_2;10;3;2;2;4;8;58;121;26;
cluster_10ac_3err_2;10;3;2;3;4;0;58;82;22;
cluster_10ac_3err_2;10;3;2;4;4;8;58;148;29;
cluster_10ac_3err_2;10;3;2;2;5;0;58;2561;10;
cluster_10ac_3err_2;10;3;2;3;5;7;58;62;8;
cluster_10ac_3err_2;10;3;2;0;6;8;58;103;17;
cluster_10ac_3err_2;10;3;2;1;6;9;58;63;2;
cluster_10ac_3err_2;10;3;2;2;6;0;58;100;20;
cluster_10ac_3err_2;10;3;2;3;6;0;58;110;23;
cluster_10ac_3err_2;10;3;2;4;6;5;58;63;2;
cluster_10ac_3err_2;10;3;2;0;7;5;58;71;9;
cluster_10ac_3err_2;10;3;2;1;7;3;58;2545;4;
cluster_10ac_3err_2;10;3;2;2;7;2;58;111;22;
cluster_10ac_3err_2;10;3;2;3;7;2;58;83;10;
cluster_10ac_3err_2;10;3;2;4;7;3;58;2545;4;
cluster_10ac_3err_2;10;3;2;0;8;7;58;59;7;
cluster_10ac_3err_2;10;3;2;2;8;4;58;127;18;
cluster_10ac_3err_3;10;3;3;1;0;1;51;2534;4;
cluster_10ac_3err_3;10;3;3;3;0;1;51;2534;4;
cluster_10ac_3err_3;10;3;3;0;1;3;51;84;11;
cluster_10ac_3err_3;10;3;3;1;1;5;51;82;12;
cluster_10ac_3err_3;10;3;3;2;1;5;51;75;11;
cluster_10ac_3err_3;10;3;3;3;1;0;51;2534;4;
cluster_10ac_3err_3;10;3;3;4;1;3;51;111;17;
cluster_10ac_3err_3;10;3;3;0;2;4;51;58;15;
cluster_10ac_3err_3;10;3;3;1;2;0;51;2534;4;
cluster_10ac_3err_3;10;3;3;2;2;0;51;2534;4;
cluster_10ac_3err_3;10;3;3;3;2;6;51;102;24;
cluster_10ac_3err_3;10;3;3;4;2;5;51;76;19;
cluster_10ac_3err_3;10;3;3;0;3;1;51;75;11;
cluster_10ac_3err_3;10;3;3;1;3;2;51;109;20;
cluster_10ac_3err_3;10;3;3;3;3;1;51;61;16;
cluster_10ac_3err_3;10;3;3;1;4;1;51;84;11;
cluster_10ac_3err_3;10;3;3;4;4;6;51;67;10;
cluster_10ac_3err_3;10;3;3;0;5;6;51;58;9;
cluster_10ac_3err_3;10;3;3;0;6;7;51;72;10;
cluster_10ac_3err_3;10;3;3;1;6;9;51;67;10;
cluster_10ac_3err_3;10;3;3;2;6;8;51;58;9;
cluster_10ac_3err_3;10;3;3;3;6;4;51;58;9;
cluster_10ac_3err_3;10;3;3;4;6;1;51;110;22;
cluster_10ac_3err_3;10;3;3;1;7;6;51;58;9;
cluster_10ac_3err_3;10;3;3;0;8;1;51;75;11;
cluster_10ac_3err_3;10;3;3;0;9;2;51;103;17;
cluster_10ac_3err_4;10;3;4;0;0;6;51;153;30;
cluster_10ac_3err_4;10;3;4;1;0;6;51;168;35;
cluster_10ac_3err_4;10;3;4;2;0;3;51;2547;3;
cluster_10ac_3err_4;10;3;4;3;0;5;51;92;14;
cluster_10ac_3err_4;10;3;4;4;0;7;51;53;3;
cluster_10ac_3err_4;10;3;4;3;1;8;51;2538;4;
cluster_10ac_3err_4;10;3;4;1;2;6;51;2611;29;
cluster_10ac_3err_4;10;3;4;2;2;6;51;159;34;
cluster_10ac_3err_4;10;3;4;3;2;6;51;2582;23;
cluster_10ac_3err_4;10;3;4;0;3;2;51;57;3;
cluster_10ac_3err_4;10;3;4;1;3;2;51;52;2;
cluster_10ac_3err_4;10;3;4;2;3;5;51;56;4;
cluster_10ac_3err_4;10;3;4;3;3;9;51;55;3;
cluster_10ac_3err_4;10;3;4;4;3;6;51;146;29;
cluster_10ac_3err_4;10;3;4;3;4;6;51;2597;23;
cluster_10ac_3err_4;10;3;4;1;5;6;51;151;30;
cluster_10ac_3err_4;10;3;4;2;5;3;51;55;3;
cluster_10ac_3err_4;10;3;4;3;5;3;51;56;4;
cluster_10ac_3err_4;10;3;4;0;6;8;51;5057;22;
cluster_10ac_3err_4;10;3;4;1;6;0;51;181;34;
cluster_10ac_3err_4;10;3;4;2;6;8;51;5102;27;
cluster_10ac_3err_4;10;3;4;3;6;9;51;165;31;
cluster_10ac_3err_4;10;3;4;4;6;7;51;2680;35;
cluster_10ac_3err_4;10;3;4;3;7;3;51;66;5;
cluster_10ac_3err_4;10;3;4;4;7;0;51;165;19;
cluster_10ac_3err_4;10;3;4;0;8;2;51;168;35;
cluster_10ac_3err_4;10;3;4;1;8;3;51;2549;9;
cluster_10ac_3err_4;10;3;4;2;8;2;51;241;45;
cluster_10ac_3err_4;10;3;4;3;8;7;51;2538;4;
cluster_10ac_3err_4;10;3;4;4;8;5;51;2538;4;
cluster_10ac_3err_4;10;3;4;3;9;3;51;52;2;
cluster_10ac_3err_5;10;3;5;2;0;5;15;40;10;
cluster_10ac_3err_5;10;3;5;4;0;6;15;22;6;
cluster_10ac_3err_5;10;3;5;0;2;6;15;35;7;
cluster_10ac_3err_5;10;3;5;1;2;5;15;31;9;
cluster_10ac_3err_5;10;3;5;4;2;6;15;65;16;
cluster_10ac_3err_5;10;3;5;2;3;6;15;2514;3;
cluster_10ac_3err_5;10;3;5;3;4;5;15;43;11;
cluster_10ac_3err_5;10;3;5;0;5;9;15;37;11;
cluster_10ac_3err_5;10;3;5;1;5;2;15;48;12;
cluster_10ac_3err_5;10;3;5;2;5;2;15;61;17;
cluster_10ac_3err_5;10;3;5;3;5;8;15;57;14;
cluster_10ac_3err_5;10;3;5;4;5;8;15;35;9;
cluster_10ac_3err_5;10;3;5;0;6;1;15;26;6;
cluster_10ac_3err_5;10;3;5;1;6;7;15;22;6;
cluster_10ac_3err_5;10;3;5;2;6;0;15;31;8;
cluster_10ac_3err_5;10;3;5;3;6;9;15;51;13;
cluster_10ac_3err_5;10;3;5;4;6;3;15;2524;4;
cluster_10ac_3err_5;10;3;5;4;7;6;15;23;6;
cluster_10ac_3err_6;10;3;6;2;0;7;40;64;10;
cluster_10ac_3err_6;10;3;6;1;1;6;40;64;12;
cluster_10ac_3err_6;10;3;6;3;2;7;40;74;19;
cluster_10ac_3err_6;10;3;6;1;3;6;40;64;12;
cluster_10ac_3err_6;10;3;6;2;5;7;40;43;8;
cluster_10ac_3err_6;10;3;6;0;6;5;40;2514;5;
cluster_10ac_3err_6;10;3;6;1;6;8;40;64;12;
cluster_10ac_3err_6;10;3;6;2;6;3;40;2514;5;
cluster_10ac_3err_6;10;3;6;3;6;3;40;64;12;
cluster_10ac_3err_6;10;3;6;4;6;7;40;2533;15;
cluster_10ac_3err_6;10;3;6;0;7;6;40;2536;15;
cluster_10ac_3err_6;10;3;6;1;7;2;40;94;20;
cluster_10ac_3err_6;10;3;6;2;7;3;40;43;8;
cluster_10ac_3err_6;10;3;6;3;7;4;40;2526;4;
cluster_10ac_3err_6;10;3;6;4;7;4;40;2526;4;
cluster_10ac_3err_6;10;3;6;0;9;6;40;64;12;
cluster_10ac_3err_6;10;3;6;2;9;7;40;50;9;
cluster_10ac_3err_6;10;3;6;4;9;6;40;2514;5;
cluster_10ac_3err_7;10;3;7;0;1;4;56;129;19;
cluster_10ac_3err_7;10;3;7;1;1;3;56;92;16;
cluster_10ac_3err_7;10;3;7;2;1;2;56;5017;9;
cluster_10ac_3err_7;10;3;7;3;1;2;56;5017;9;
cluster_10ac_3err_7;10;3;7;4;1;0;56;120;21;
cluster_10ac_3err_7;10;3;7;0;2;4;56;2539;4;
cluster_10ac_3err_7;10;3;7;1;2;0;56;2539;4;
cluster_10ac_3err_7;10;3;7;2;2;6;56;2539;4;
cluster_10ac_3err_7;10;3;7;3;2;8;56;2539;4;
cluster_10ac_3err_7;10;3;7;4;2;0;56;2539;4;
cluster_10ac_3err_7;10;3;7;0;3;1;56;137;25;
cluster_10ac_3err_7;10;3;7;1;3;7;56;2539;4;
cluster_10ac_3err_7;10;3;7;1;4;7;56;2539;4;
cluster_10ac_3err_7;10;3;7;4;4;2;56;2539;4;
cluster_10ac_3err_7;10;3;7;2;5;7;56;2539;4;
cluster_10ac_3err_7;10;3;7;1;6;2;56;2539;4;
cluster_10ac_3err_7;10;3;7;0;7;6;56;2539;4;
cluster_10ac_3err_7;10;3;7;1;7;0;56;2539;4;
cluster_10ac_3err_7;10;3;7;2;7;3;56;2539;4;
cluster_10ac_3err_7;10;3;7;3;7;4;56;2539;4;
cluster_10ac_3err_7;10;3;7;4;7;4;56;2539;4;
cluster_10ac_3err_7;10;3;7;0;8;2;56;2539;4;
cluster_10ac_3err_7;10;3;7;1;9;7;56;2539;4;
cluster_10ac_3err_7;10;3;7;3;9;7;56;2539;4;
cluster_10ac_3err_8;10;3;8;0;2;7;14;2500;4;
cluster_10ac_3err_8;10;3;8;1;2;7;14;2500;4;
cluster_10ac_3err_8;10;3;8;2;2;6;14;2500;4;
cluster_10ac_3err_8;10;3;8;3;2;5;14;2500;4;
cluster_10ac_3err_8;10;3;8;4;2;7;14;2500;4;
cluster_10ac_3err_8;10;3;8;3;5;2;14;2500;4;
cluster_10ac_3err_9;10;3;9;0;0;6;56;97;29;
cluster_10ac_3err_9;10;3;9;1;0;1;56;139;33;
cluster_10ac_3err_9;10;3;9;2;0;5;56;80;10;
cluster_10ac_3err_9;10;3;9;3;0;5;56;80;10;
cluster_10ac_3err_9;10;3;9;4;0;8;56;76;10;
cluster_10ac_3err_9;10;3;9;0;1;5;56;2548;3;
cluster_10ac_3err_9;10;3;9;1;1;9;56;136;22;
cluster_10ac_3err_9;10;3;9;2;1;7;56;160;32;
cluster_10ac_3err_9;10;3;9;3;1;2;56;160;29;
cluster_10ac_3err_9;10;3;9;4;1;7;56;161;32;
cluster_10ac_3err_9;10;3;9;1;2;1;56;124;24;
cluster_10ac_3err_9;10;3;9;2;2;0;56;2542;4;
cluster_10ac_3err_9;10;3;9;4;2;6;56;140;25;
cluster_10ac_3err_9;10;3;9;0;3;0;56;76;10;
cluster_10ac_3err_9;10;3;9;4;3;6;56;2615;23;
cluster_10ac_3err_9;10;3;9;0;4;6;56;2593;18;
cluster_10ac_3err_9;10;3;9;1;4;0;56;78;12;
cluster_10ac_3err_9;10;3;9;1;5;0;56;95;14;
cluster_10ac_3err_9;10;3;9;2;5;1;56;2548;3;
cluster_10ac_3err_9;10;3;9;0;6;7;56;121;26;
cluster_10ac_3err_9;10;3;9;1;6;5;56;2561;15;
cluster_10ac_3err_9;10;3;9;2;6;2;56;89;20;
cluster_10ac_3err_9;10;3;9;3;6;1;56;2613;27;
cluster_10ac_3err_9;10;3;9;4;6;9;56;150;27;
cluster_10ac_3err_9;10;3;9;3;7;1;56;99;18;
cluster_10ac_3err_9;10;3;9;4;7;0;56;71;9;
cluster_10ac_3err_9;10;3;9;1;8;0;56;92;11;
cluster_15ac_1err_0;15;1;0;1;0;13;47;2538;3;
cluster_15ac_1err_0;15;1;0;0;1;8;47;82;18;
cluster_15ac_1err_0;15;1;0;1;2;13;47;84;18;
cluster_15ac_1err_0;15;1;0;0;3;13;47;86;13;
cluster_15ac_1err_0;15;1;0;3;3;13;47;83;16;
cluster_15ac_1err_0;15;1;0;3;5;8;47;74;15;
cluster_15ac_1err_0;15;1;0;0;7;8;47;2533;4;
cluster_15ac_1err_0;15;1;0;0;8;10;47;60;11;
cluster_15ac_1err_0;15;1;0;1;8;14;47;103;20;
cluster_15ac_1err_0;15;1;0;2;8;9;47;70;14;
cluster_15ac_1err_0;15;1;0;3;8;9;47;102;18;
cluster_15ac_1err_0;15;1;0;4;8;7;47;2533;4;
cluster_15ac_1err_0;15;1;0;1;9;11;47;87;20;
cluster_15ac_1err_0;15;1;0;2;9;8;47;62;12;
cluster_15ac_1err_0;15;1;0;1;10;11;47;2523;5;
cluster_15ac_1err_0;15;1;0;4;10;11;47;2523;5;
cluster_15ac_1err_0;15;1;0;0;11;10;47;2523;5;
cluster_15ac_1err_0;15;1;0;1;11;10;47;2523;5;
cluster_15ac_1err_0;15;1;0;2;11;2;47;84;18;
cluster_15ac_1err_0;15;1;0;3;11;6;47;66;13;
cluster_15ac_1err_0;15;1;0;4;11;7;47;73;12;
cluster_15ac_1err_0;15;1;0;1;12;8;47;89;17;
cluster_15ac_1err_0;15;1;0;0;13;10;47;165;25;
cluster_15ac_1err_0;15;1;0;1;13;5;47;113;22;
cluster_15ac_1err_0;15;1;0;2;13;4;47;143;23;
cluster_15ac_1err_0;15;1;0;3;13;9;47;150;24;
cluster_15ac_1err_0;15;1;0;4;13;11;47;103;26;
cluster_15ac_1err_1;15;1;1;0;0;2;80;2597;18;
cluster_15ac_1err_1;15;1;1;1;0;4;80;5064;5;
cluster_15ac_1err_1;15;1;1;2;0;4;80;5064;5;
cluster_15ac_1err_1;15;1;1;3;0;9;80;2603;19;
cluster_15ac_1err_1;15;1;1;4;0;2;80;2607;20;
cluster_15ac_1err_1;15;1;1;0;1;0;80;2597;11;
cluster_15ac_1err_1;15;1;1;4;1;2;80;147;23;
cluster_15ac_1err_1;15;1;1;0;2;9;80;146;20;
cluster_15ac_1err_1;15;1;1;1;2;6;80;187;31;
cluster_15ac_1err_1;15;1;1;2;2;1;80;128;17;
cluster_15ac_1err_1;15;1;1;3;2;0;80;2610;20;
cluster_15ac_1err_1;15;1;1;4;2;13;80;2622;19;
cluster_15ac_1err_1;15;1;1;0;3;11;80;130;16;
cluster_15ac_1err_1;15;1;1;1;3;2;80;170;32;
cluster_15ac_1err_1;15;1;1;2;3;12;80;92;10;
cluster_15ac_1err_1;15;1;1;3;3;5;80;113;12;
cluster_15ac_1err_1;15;1;1;4;3;14;80;106;11;
cluster_15ac_1err_1;15;1;1;0;4;14;80;155;33;
cluster_15ac_1err_1;15;1;1;1;4;9;80;151;26;
cluster_15ac_1err_1;15;1;1;2;4;6;80;156;33;
cluster_15ac_1err_1;15;1;1;3;4;9;80;160;26;
cluster_15ac_1err_1;15;1;1;4;4;5;80;169;26;
cluster_15ac_1err_1;15;1;1;0;5;7;80;221;35;
cluster_15ac_1err_1;15;1;1;1;5;10;80;98;14;
cluster_15ac_1err_1;15;1;1;4;5;0;80;211;35;
cluster_15ac_1err_1;15;1;1;3;6;0;80;2666;25;
cluster_15ac_1err_1;15;1;1;0;7;0;80;2662;44;
cluster_15ac_1err_1;15;1;1;1;7;5;80;167;33;
cluster_15ac_1err_1;15;1;1;2;7;1;80;168;28;
cluster_15ac_1err_1;15;1;1;3;7;1;80;192;31;
cluster_15ac_1err_1;15;1;1;4;7;11;80;179;33;
cluster_15ac_1err_1;15;1;1;3;8;7;80;132;28;
cluster_15ac_1err_1;15;1;1;4;8;4;80;123;23;
cluster_15ac_1err_1;15;1;1;0;9;10;80;2590;14;
cluster_15ac_1err_1;15;1;1;3;9;0;80;2624;19;
cluster_15ac_1err_1;15;1;1;4;9;4;80;182;37;
cluster_15ac_1err_1;15;1;1;0;10;0;80;247;42;
cluster_15ac_1err_1;15;1;1;1;10;3;80;194;38;
cluster_15ac_1err_1;15;1;1;2;10;9;80;2574;8;
cluster_15ac_1err_1;15;1;1;3;10;1;80;91;12;
cluster_15ac_1err_1;15;1;1;4;10;9;80;2590;12;
cluster_15ac_1err_1;15;1;1;0;11;4;80;155;14;
cluster_15ac_1err_1;15;1;1;1;11;3;80;192;27;
cluster_15ac_1err_1;15;1;1;3;11;3;80;231;49;
cluster_15ac_1err_1;15;1;1;1;12;10;80;233;45;
cluster_15ac_1err_1;15;1;1;1;13;3;80;97;10;
cluster_15ac_1err_1;15;1;1;2;13;0;80;2627;27;
cluster_15ac_1err_1;15;1;1;0;14;10;80;151;23;
cluster_15ac_1err_1;15;1;1;3;14;0;80;190;41;
cluster_15ac_1err_2;15;1;2;0;0;14;81;200;44;
cluster_15ac_1err_2;15;1;2;1;0;7;81;5079;24;
cluster_15ac_1err_2;15;1;2;2;0;14;81;2661;41;
cluster_15ac_1err_2;15;1;2;3;0;12;81;143;40;
cluster_15ac_1err_2;15;1;2;4;0;1;81;2666;40;
cluster_15ac_1err_2;15;1;2;0;1;6;81;94;5;
cluster_15ac_1err_2;15;1;2;1;1;13;81;82;4;
cluster_15ac_1err_2;15;1;2;2;1;9;81;112;12;
cluster_15ac_1err_2;15;1;2;3;1;6;81;82;4;
cluster_15ac_1err_2;15;1;2;4;1;8;81;218;43;
cluster_15ac_1err_2;15;1;2;1;2;8;81;123;34;
cluster_15ac_1err_2;15;1;2;2;2;8;81;185;26;
cluster_15ac_1err_2;15;1;2;4;2;9;81;2576;2;
cluster_15ac_1err_2;15;1;2;2;3;0;81;2593;28;
cluster_15ac_1err_2;15;1;2;3;3;7;81;92;4;
cluster_15ac_1err_2;15;1;2;0;4;5;81;124;13;
cluster_15ac_1err_2;15;1;2;1;4;9;81;96;7;
cluster_15ac_1err_2;15;1;2;4;4;1;81;84;4;
cluster_15ac_1err_2;15;1;2;0;5;10;81;2590;7;
cluster_15ac_1err_2;15;1;2;1;5;4;81;98;10;
cluster_15ac_1err_2;15;1;2;2;5;7;81;130;17;
cluster_15ac_1err_2;15;1;2;3;5;4;81;128;12;
cluster_15ac_1err_2;15;1;2;4;5;9;81;242;48;
cluster_15ac_1err_2;15;1;2;1;6;9;81;95;7;
cluster_15ac_1err_2;15;1;2;2;6;9;81;93;10;
cluster_15ac_1err_2;15;1;2;0;7;6;81;84;4;
cluster_15ac_1err_2;15;1;2;1;7;14;81;85;4;
cluster_15ac_1err_2;15;1;2;2;7;2;81;88;4;
cluster_15ac_1err_2;15;1;2;3;7;9;81;99;10;
cluster_15ac_1err_2;15;1;2;4;7;8;81;2613;25;
cluster_15ac_1err_2;15;1;2;0;8;7;81;2604;15;
cluster_15ac_1err_2;15;1;2;1;8;1;81;2587;14;
cluster_15ac_1err_2;15;1;2;2;8;2;81;215;44;
cluster_15ac_1err_2;15;1;2;3;8;5;81;201;38;
cluster_15ac_1err_2;15;1;2;4;8;9;81;147;25;
cluster_15ac_1err_2;15;1;2;0;9;10;81;216;40;
cluster_15ac_1err_2;15;1;2;1;9;13;81;90;6;
cluster_15ac_1err_2;15;1;2;2;9;3;81;89;6;
